Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Page_Register/input_password""), ""123"")",Chrome 147.0.7727.138,,,03-05-2026 16:35:45,03-05-2026 16:35:46,0.730s,PASSED
"setText(findTestObject(""Page_Register/input_konfirmasi_password""), ""123"")",Chrome 147.0.7727.138,,,03-05-2026 16:35:46,03-05-2026 16:35:47,0.694s,PASSED
"click(findTestObject(""Page_Register/btn_register""))",Chrome 147.0.7727.138,,,03-05-2026 16:35:47,03-05-2026 16:35:47,0.375s,PASSED
delay(1),Chrome 147.0.7727.138,,,03-05-2026 16:35:47,03-05-2026 16:35:48,1.007s,PASSED
"verifyMatch(getUrl(), "".*register.php.*"", true)",Chrome 147.0.7727.138,,,03-05-2026 16:35:48,03-05-2026 16:35:48,0.008s,PASSED
closeBrowser(),Chrome 147.0.7727.138,,,03-05-2026 16:35:48,03-05-2026 16:35:48,0.196s,PASSED
,,,,,,,
Test Cases/TC_Register/TC_REG_007_Registrasi_Password_Tidak_Cocok,Chrome 147.0.7727.138,,,03-05-2026 16:35:48,03-05-2026 16:36:08,19.926s,PASSED
"openBrowser("""")",Chrome 147.0.7727.138,,,03-05-2026 16:35:48,03-05-2026 16:35:50,1.473s,PASSED
"navigateToUrl(baseUrl + ""/register.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:35:50,03-05-2026 16:35:52,2.033s,PASSED
maximizeWindow(),Chrome 147.0.7727.138,,,03-05-2026 16:35:52,03-05-2026 16:36:04,11.795s,PASSED
"setText(findTestObject(""Page_Register/input_nama_lengkap""), ""Test User"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:04,03-05-2026 16:36:05,0.779s,PASSED
"setText(findTestObject(""Page_Register/input_email""), ""test7@test.com"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:05,03-05-2026 16:36:05,0.745s,PASSED
"setText(findTestObject(""Page_Register/input_password""), ""Test1234"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:05,03-05-2026 16:36:06,0.719s,PASSED
"setText(findTestObject(""Page_Register/input_konfirmasi_password""), ""Test5678"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:06,03-05-2026 16:36:07,0.695s,PASSED
"click(findTestObject(""Page_Register/btn_register""))",Chrome 147.0.7727.138,,,03-05-2026 16:36:07,03-05-2026 16:36:07,0.386s,PASSED
delay(1),Chrome 147.0.7727.138,,,03-05-2026 16:36:07,03-05-2026 16:36:08,1.019s,PASSED
"verifyMatch(getUrl(), "".*register.php.*"", true)",Chrome 147.0.7727.138,,,03-05-2026 16:36:08,03-05-2026 16:36:08,0.011s,PASSED
closeBrowser(),Chrome 147.0.7727.138,,,03-05-2026 16:36:08,03-05-2026 16:36:08,0.205s,PASSED
,,,,,,,
Test Cases/TC_Register/TC_REG_008_Registrasi_Tanpa_Email,Chrome 147.0.7727.138,,,03-05-2026 16:36:08,03-05-2026 16:36:16,7.985s,PASSED
"openBrowser("""")",Chrome 147.0.7727.138,,,03-05-2026 16:36:08,03-05-2026 16:36:10,1.611s,PASSED
"navigateToUrl(baseUrl + ""/register.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:10,03-05-2026 16:36:12,2.170s,PASSED
maximizeWindow(),Chrome 147.0.7727.138,,,03-05-2026 16:36:12,03-05-2026 16:36:12,0.041s,PASSED
"setText(findTestObject(""Page_Register/input_nama_lengkap""), ""Test User"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:12,03-05-2026 16:36:13,0.777s,PASSED
"clearText(findTestObject(""Page_Register/input_email""))",Chrome 147.0.7727.138,,,03-05-2026 16:36:13,03-05-2026 16:36:13,0.281s,PASSED
"setText(findTestObject(""Page_Register/input_password""), ""Test1234"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:13,03-05-2026 16:36:14,0.739s,PASSED
"setText(findTestObject(""Page_Register/input_konfirmasi_password""), ""Test1234"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:14,03-05-2026 16:36:15,0.693s,PASSED
"click(findTestObject(""Page_Register/btn_register""))",Chrome 147.0.7727.138,,,03-05-2026 16:36:15,03-05-2026 16:36:15,0.381s,PASSED
delay(1),Chrome 147.0.7727.138,,,03-05-2026 16:36:15,03-05-2026 16:36:16,1.011s,PASSED
"verifyMatch(getUrl(), "".*register.php.*"", true)",Chrome 147.0.7727.138,,,03-05-2026 16:36:16,03-05-2026 16:36:16,0.013s,PASSED
closeBrowser(),Chrome 147.0.7727.138,,,03-05-2026 16:36:16,03-05-2026 16:36:16,0.202s,PASSED
,,,,,,,
Test Cases/TC_Register/TC_REG_009_Registrasi_Telepon_Invalid,Chrome 147.0.7727.138,,,03-05-2026 16:36:16,03-05-2026 16:36:29,12.584s,PASSED
"uniqueEmail = ""test9_"" + System.currentTimeMillis() + ""@test.com""",Chrome 147.0.7727.138,,,03-05-2026 16:36:16,03-05-2026 16:36:16,0.002s,PASSED
"openBrowser("""")",Chrome 147.0.7727.138,,,03-05-2026 16:36:16,03-05-2026 16:36:18,1.422s,PASSED
"navigateToUrl(baseUrl + ""/register.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:18,03-05-2026 16:36:24,5.806s,PASSED
maximizeWindow(),Chrome 147.0.7727.138,,,03-05-2026 16:36:24,03-05-2026 16:36:24,0.060s,PASSED
"setText(findTestObject(""Page_Register/input_nama_lengkap""), ""Test User"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:24,03-05-2026 16:36:24,0.768s,PASSED
"setText(findTestObject(""Page_Register/input_email""), uniqueEmail)",Chrome 147.0.7727.138,,,03-05-2026 16:36:24,03-05-2026 16:36:25,0.728s,PASSED
"setText(findTestObject(""Page_Register/input_password""), ""Test1234"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:25,03-05-2026 16:36:26,0.691s,PASSED
"setText(findTestObject(""Page_Register/input_konfirmasi_password""), ""Test1234"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:26,03-05-2026 16:36:27,0.702s,PASSED
"setText(findTestObject(""Page_Register/input_no_telepon""), ""0812"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:27,03-05-2026 16:36:27,0.711s,PASSED
"click(findTestObject(""Page_Register/btn_register""))",Chrome 147.0.7727.138,,,03-05-2026 16:36:27,03-05-2026 16:36:28,0.389s,PASSED
delay(1),Chrome 147.0.7727.138,,,03-05-2026 16:36:28,03-05-2026 16:36:29,1.006s,PASSED
"verifyMatch(getUrl(), "".*register.php.*"", true)",Chrome 147.0.7727.138,,,03-05-2026 16:36:29,03-05-2026 16:36:29,0.013s,PASSED
closeBrowser(),Chrome 147.0.7727.138,,,03-05-2026 16:36:29,03-05-2026 16:36:29,0.207s,PASSED
,,,,,,,
Test Cases/TC_Register/TC_REG_010_Registrasi_Tanpa_Opsional,Chrome 147.0.7727.138,,,03-05-2026 16:36:29,03-05-2026 16:36:41,11.850s,PASSED
"uniqueEmail = ""test10_"" + System.currentTimeMillis() + ""@test.com""",Chrome 147.0.7727.138,,,03-05-2026 16:36:29,03-05-2026 16:36:29,0.006s,PASSED
"openBrowser("""")",Chrome 147.0.7727.138,,,03-05-2026 16:36:29,03-05-2026 16:36:30,1.427s,PASSED
"navigateToUrl(baseUrl + ""/register.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:30,03-05-2026 16:36:33,2.959s,PASSED
maximizeWindow(),Chrome 147.0.7727.138,,,03-05-2026 16:36:33,03-05-2026 16:36:33,0.052s,PASSED
"setText(findTestObject(""Page_Register/input_nama_lengkap""), ""Test User"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:33,03-05-2026 16:36:34,0.780s,PASSED
"setText(findTestObject(""Page_Register/input_email""), uniqueEmail)",Chrome 147.0.7727.138,,,03-05-2026 16:36:34,03-05-2026 16:36:35,0.918s,PASSED
"setText(findTestObject(""Page_Register/input_password""), ""Test1234"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:35,03-05-2026 16:36:36,0.746s,PASSED
"setText(findTestObject(""Page_Register/input_konfirmasi_password""), ""Test1234"")",Chrome 147.0.7727.138,,,03-05-2026 16:36:36,03-05-2026 16:36:37,0.696s,PASSED
"clearText(findTestObject(""Page_Register/input_no_telepon""))",Chrome 147.0.7727.138,,,03-05-2026 16:36:37,03-05-2026 16:36:37,0.274s,PASSED
"clearText(findTestObject(""Page_Register/textarea_alamat""))",Chrome 147.0.7727.138,,,03-05-2026 16:36:37,03-05-2026 16:36:37,0.270s,PASSED
"click(findTestObject(""Page_Register/btn_register""))",Chrome 147.0.7727.138,,,03-05-2026 16:36:37,03-05-2026 16:36:39,1.402s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:36:39,03-05-2026 16:36:41,2.011s,PASSED
"verifyMatch(getUrl(), "".*login.php.*"", true)",Chrome 147.0.7727.138,,,03-05-2026 16:36:41,03-05-2026 16:36:41,0.014s,PASSED
closeBrowser(),Chrome 147.0.7727.138,,,03-05-2026 16:36:41,03-05-2026 16:36:41,0.220s,PASSED
