Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPresent(badgeStatus, timeout)",Chrome 147.0.7727.138,,,03-05-2026 16:43:30,03-05-2026 16:43:30,0.275s,PASSED
closeBrowser(),Chrome 147.0.7727.138,,,03-05-2026 16:43:30,03-05-2026 16:43:31,0.250s,PASSED
,,,,,,,
Test Cases/TC_Riwayat_Logout/TC_RIW_002_Riwayat_Kosong,Chrome 147.0.7727.138,,,03-05-2026 16:43:31,03-05-2026 16:43:50,19.777s,PASSED
"newEmail = ""newuser_"" + System.currentTimeMillis() + ""@test.com""",Chrome 147.0.7727.138,,,03-05-2026 16:43:31,03-05-2026 16:43:31,0.008s,PASSED
"openBrowser("""")",Chrome 147.0.7727.138,,,03-05-2026 16:43:31,03-05-2026 16:43:32,1.510s,PASSED
"navigateToUrl(baseUrl + ""/register.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:43:32,03-05-2026 16:43:35,2.606s,PASSED
maximizeWindow(),Chrome 147.0.7727.138,,,03-05-2026 16:43:35,03-05-2026 16:43:35,0.225s,PASSED
"setText(findTestObject(""Page_Register/input_nama_lengkap""), ""User Baru"")",Chrome 147.0.7727.138,,,03-05-2026 16:43:35,03-05-2026 16:43:36,0.870s,PASSED
"setText(findTestObject(""Page_Register/input_email""), newEmail)",Chrome 147.0.7727.138,,,03-05-2026 16:43:36,03-05-2026 16:43:37,0.740s,PASSED
"setText(findTestObject(""Page_Register/input_password""), ""Test1234"")",Chrome 147.0.7727.138,,,03-05-2026 16:43:37,03-05-2026 16:43:38,0.757s,PASSED
"setText(findTestObject(""Page_Register/input_konfirmasi_password""), ""Test1234"")",Chrome 147.0.7727.138,,,03-05-2026 16:43:38,03-05-2026 16:43:38,0.731s,PASSED
"click(findTestObject(""Page_Register/btn_register""))",Chrome 147.0.7727.138,,,03-05-2026 16:43:38,03-05-2026 16:43:39,1.139s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:43:39,03-05-2026 16:43:41,2.018s,PASSED
"setText(findTestObject(""Page_Login/input_email""), newEmail)",Chrome 147.0.7727.138,,,03-05-2026 16:43:41,03-05-2026 16:43:42,0.800s,PASSED
"setText(findTestObject(""Page_Login/input_password""), ""Test1234"")",Chrome 147.0.7727.138,,,03-05-2026 16:43:42,03-05-2026 16:43:43,0.744s,PASSED
"click(findTestObject(""Page_Login/btn_login""))",Chrome 147.0.7727.138,,,03-05-2026 16:43:43,03-05-2026 16:43:46,2.555s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:43:46,03-05-2026 16:43:48,2.007s,PASSED
"navigateToUrl(baseUrl + ""/riwayat.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:43:48,03-05-2026 16:43:48,0.362s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:43:48,03-05-2026 16:43:50,2.013s,PASSED
emptyMessage = new com.kms.katalon.core.testobject.TestObject(empty_message),Chrome 147.0.7727.138,,,03-05-2026 16:43:50,03-05-2026 16:43:50,0.000s,PASSED
"emptyMessage.addProperty(""xpath"", EQUALS, ""//p[contains(.,'Belum ada pesanan')]"")",Chrome 147.0.7727.138,,,03-05-2026 16:43:50,03-05-2026 16:43:50,0.005s,PASSED
"verifyElementPresent(emptyMessage, timeout)",Chrome 147.0.7727.138,,,03-05-2026 16:43:50,03-05-2026 16:43:50,0.273s,PASSED
closeBrowser(),Chrome 147.0.7727.138,,,03-05-2026 16:43:50,03-05-2026 16:43:50,0.290s,PASSED
,,,,,,,
Test Cases/TC_Riwayat_Logout/TC_RIW_003_Riwayat_Tanpa_Login,Chrome 147.0.7727.138,,,03-05-2026 16:43:50,03-05-2026 16:43:57,6.986s,PASSED
"openBrowser("""")",Chrome 147.0.7727.138,,,03-05-2026 16:43:51,03-05-2026 16:43:52,1.698s,PASSED
"navigateToUrl(baseUrl + ""/riwayat.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:43:52,03-05-2026 16:43:55,2.913s,PASSED
maximizeWindow(),Chrome 147.0.7727.138,,,03-05-2026 16:43:55,03-05-2026 16:43:55,0.121s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:43:55,03-05-2026 16:43:57,2.007s,PASSED
"verifyMatch(getUrl(), "".*login.php.*"", true)",Chrome 147.0.7727.138,,,03-05-2026 16:43:57,03-05-2026 16:43:57,0.017s,PASSED
closeBrowser(),Chrome 147.0.7727.138,,,03-05-2026 16:43:57,03-05-2026 16:43:57,0.165s,PASSED
,,,,,,,
Test Cases/TC_Riwayat_Logout/TC_RIW_004_Verifikasi_Status,Chrome 147.0.7727.138,,,03-05-2026 16:43:57,03-05-2026 16:44:10,12.653s,PASSED
"openBrowser("""")",Chrome 147.0.7727.138,,,03-05-2026 16:43:58,03-05-2026 16:43:59,1.557s,PASSED
"navigateToUrl(baseUrl + ""/login.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:43:59,03-05-2026 16:44:02,2.514s,PASSED
maximizeWindow(),Chrome 147.0.7727.138,,,03-05-2026 16:44:02,03-05-2026 16:44:02,0.056s,PASSED
"setText(findTestObject(""Page_Login/input_email""), validEmail)",Chrome 147.0.7727.138,,,03-05-2026 16:44:02,03-05-2026 16:44:02,0.782s,PASSED
"setText(findTestObject(""Page_Login/input_password""), validPassword)",Chrome 147.0.7727.138,,,03-05-2026 16:44:02,03-05-2026 16:44:03,0.734s,PASSED
"click(findTestObject(""Page_Login/btn_login""))",Chrome 147.0.7727.138,,,03-05-2026 16:44:03,03-05-2026 16:44:05,2.080s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:44:05,03-05-2026 16:44:07,2.017s,PASSED
"navigateToUrl(baseUrl + ""/riwayat.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:44:07,03-05-2026 16:44:08,0.336s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:44:08,03-05-2026 16:44:10,2.012s,PASSED
badgePending = new com.kms.katalon.core.testobject.TestObject(badge_pending),Chrome 147.0.7727.138,,,03-05-2026 16:44:10,03-05-2026 16:44:10,0.002s,PASSED
"badgePending.addProperty(""xpath"", EQUALS, ""//span[contains(@class,'badge-warning') and contains(.,'Pending')]"")",Chrome 147.0.7727.138,,,03-05-2026 16:44:10,03-05-2026 16:44:10,0.000s,PASSED
"verifyElementPresent(badgePending, timeout)",Chrome 147.0.7727.138,,,03-05-2026 16:44:10,03-05-2026 16:44:10,0.273s,PASSED
closeBrowser(),Chrome 147.0.7727.138,,,03-05-2026 16:44:10,03-05-2026 16:44:10,0.182s,PASSED
,,,,,,,
Test Cases/TC_Riwayat_Logout/TC_LOG_OUT_001_Logout,Chrome 147.0.7727.138,,,03-05-2026 16:44:10,03-05-2026 16:44:27,17.086s,PASSED
"openBrowser("""")",Chrome 147.0.7727.138,,,03-05-2026 16:44:10,03-05-2026 16:44:12,1.510s,PASSED
"navigateToUrl(baseUrl + ""/login.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:44:12,03-05-2026 16:44:14,2.700s,PASSED
maximizeWindow(),Chrome 147.0.7727.138,,,03-05-2026 16:44:14,03-05-2026 16:44:14,0.075s,PASSED
"setText(findTestObject(""Page_Login/input_email""), validEmail)",Chrome 147.0.7727.138,,,03-05-2026 16:44:14,03-05-2026 16:44:15,0.968s,PASSED
"setText(findTestObject(""Page_Login/input_password""), validPassword)",Chrome 147.0.7727.138,,,03-05-2026 16:44:15,03-05-2026 16:44:16,0.783s,PASSED
"click(findTestObject(""Page_Login/btn_login""))",Chrome 147.0.7727.138,,,03-05-2026 16:44:16,03-05-2026 16:44:19,2.342s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:44:19,03-05-2026 16:44:21,2.014s,PASSED
"verifyElementPresent(findTestObject(""Page_Navbar/link_logout""), timeout)",Chrome 147.0.7727.138,,,03-05-2026 16:44:21,03-05-2026 16:44:21,0.270s,PASSED
"click(findTestObject(""Page_Navbar/link_logout""))",Chrome 147.0.7727.138,,,03-05-2026 16:44:21,03-05-2026 16:44:22,1.428s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:44:22,03-05-2026 16:44:24,2.020s,PASSED
"verifyMatch(getUrl(), "".*index.php.*"", true)",Chrome 147.0.7727.138,,,03-05-2026 16:44:24,03-05-2026 16:44:24,0.014s,PASSED
"navigateToUrl(baseUrl + ""/checkout.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:44:24,03-05-2026 16:44:25,0.633s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:44:25,03-05-2026 16:44:27,2.018s,PASSED
"verifyMatch(getUrl(), "".*login.php.*"", true)",Chrome 147.0.7727.138,,,03-05-2026 16:44:27,03-05-2026 16:44:27,0.010s,PASSED
closeBrowser(),Chrome 147.0.7727.138,,,03-05-2026 16:44:27,03-05-2026 16:44:27,0.220s,PASSED
,,,,,,,
Test Cases/TC_Riwayat_Logout/TC_LOG_OUT_002_Akses_Protected,Chrome 147.0.7727.138,,,03-05-2026 16:44:27,03-05-2026 16:44:46,18.892s,PASSED
"openBrowser("""")",Chrome 147.0.7727.138,,,03-05-2026 16:44:27,03-05-2026 16:44:29,1.604s,PASSED
"navigateToUrl(baseUrl + ""/login.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:44:29,03-05-2026 16:44:32,3.265s,PASSED
maximizeWindow(),Chrome 147.0.7727.138,,,03-05-2026 16:44:32,03-05-2026 16:44:32,0.049s,PASSED
"setText(findTestObject(""Page_Login/input_email""), validEmail)",Chrome 147.0.7727.138,,,03-05-2026 16:44:32,03-05-2026 16:44:33,0.791s,PASSED
"setText(findTestObject(""Page_Login/input_password""), validPassword)",Chrome 147.0.7727.138,,,03-05-2026 16:44:33,03-05-2026 16:44:34,0.715s,PASSED
"click(findTestObject(""Page_Login/btn_login""))",Chrome 147.0.7727.138,,,03-05-2026 16:44:34,03-05-2026 16:44:35,1.563s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:44:35,03-05-2026 16:44:37,2.017s,PASSED
"click(findTestObject(""Page_Navbar/link_logout""))",Chrome 147.0.7727.138,,,03-05-2026 16:44:37,03-05-2026 16:44:38,0.982s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:44:38,03-05-2026 16:44:40,2.017s,PASSED
"verifyMatch(getUrl(), "".*index.php.*"", true)",Chrome 147.0.7727.138,,,03-05-2026 16:44:40,03-05-2026 16:44:40,0.018s,PASSED
"navigateToUrl(baseUrl + ""/checkout.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:44:40,03-05-2026 16:44:41,0.964s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:44:41,03-05-2026 16:44:43,2.017s,PASSED
"verifyMatch(getUrl(), "".*login.php.*"", true)",Chrome 147.0.7727.138,,,03-05-2026 16:44:43,03-05-2026 16:44:43,0.013s,PASSED
"navigateToUrl(baseUrl + ""/riwayat.php"")",Chrome 147.0.7727.138,,,03-05-2026 16:44:43,03-05-2026 16:44:44,0.570s,PASSED
delay(2),Chrome 147.0.7727.138,,,03-05-2026 16:44:44,03-05-2026 16:44:46,2.007s,PASSED
"verifyMatch(getUrl(), "".*login.php.*"", true)",Chrome 147.0.7727.138,,,03-05-2026 16:44:46,03-05-2026 16:44:46,0.010s,PASSED
closeBrowser(),Chrome 147.0.7727.138,,,03-05-2026 16:44:46,03-05-2026 16:44:46,0.226s,PASSED
